adm3_en,month,NO2,date
City of Manila,2023-10,1.23846544183149E-4,2023-10-01T00:00:00
City of Marikina,2023-10,9.619588069394435E-5,2023-10-01T00:00:00
City of Muntinlupa,2023-10,6.733474762699553E-5,2023-10-01T00:00:00
City of Navotas,2023-10,9.538783713262007E-5,2023-10-01T00:00:00
Pasay City,2023-10,1.0952780639314041E-4,2023-10-01T00:00:00
City of Pasig,2023-10,1.0908311758641348E-4,2023-10-01T00:00:00
Quezon City,2023-10,9.835373720237212E-5,2023-10-01T00:00:00
City of San Juan,2023-10,1.2443704724313941E-4,2023-10-01T00:00:00
City of Taguig,2023-10,9.132771419840677E-5,2023-10-01T00:00:00
City of Valenzuela,2023-10,8.698011765030174E-5,2023-10-01T00:00:00
City of Baguio,2023-10,5.709619211842144E-5,2023-10-01T00:00:00
City of Butuan,2023-10,4.046590004187893E-5,2023-10-01T00:00:00
City of Cotabato,2023-10,4.349330279635941E-5,2023-10-01T00:00:00
City of Angeles,2023-10,6.0191274802478136E-5,2023-10-01T00:00:00
City of Olongapo,2023-10,5.3610943207168887E-5,2023-10-01T00:00:00
Ormoc City,2023-10,4.2141514777481284E-5,2023-10-01T00:00:00
City of Tacloban,2023-10,4.12328186934974E-5,2023-10-01T00:00:00
City of Zamboanga,2023-10,3.7178377542059284E-5,2023-10-01T00:00:00
City of Isabela,2023-10,4.1468215251810994E-5,2023-10-01T00:00:00
Pateros,2023-10,9.814985937074859E-5,2023-10-01T00:00:00
City of Puerto Princesa,2023-10,3.8126961431723785E-5,2023-10-01T00:00:00
City of Lucena,2023-10,4.8603290875483085E-5,2023-10-01T00:00:00
City of Bacolod,2023-10,5.118919803608749E-5,2023-10-01T00:00:00
City of Iloilo,2023-10,4.948071599205605E-5,2023-10-01T00:00:00
City of Cebu,2023-10,5.56605657946996E-5,2023-10-01T00:00:00
City of Lapu-Lapu,2023-10,5.361704964060649E-5,2023-10-01T00:00:00
City of Mandaue,2023-10,6.041485649277373E-5,2023-10-01T00:00:00
City of Cagayan De Oro,2023-11,4.614752641094683E-5,2023-11-01T00:00:00
City of Iligan,2023-11,4.537956755416777E-5,2023-11-01T00:00:00
City of Davao,2023-11,4.02937171476831E-5,2023-11-01T00:00:00
City of General Santos,2023-11,3.950655943970101E-5,2023-11-01T00:00:00
City of Caloocan,2023-11,6.753509143299988E-5,2023-11-01T00:00:00
City of Makati,2023-11,8.70173432471656E-5,2023-11-01T00:00:00
City of Malabon,2023-11,8.176065879134396E-5,2023-11-01T00:00:00
City of Mandaluyong,2023-11,9.022598792191945E-5,2023-11-01T00:00:00
City of Manila,2023-11,1.0330335735759096E-4,2023-11-01T00:00:00
City of Marikina,2023-11,7.174809743336967E-5,2023-11-01T00:00:00
City of Muntinlupa,2023-11,5.950946027492683E-5,2023-11-01T00:00:00
City of Navotas,2023-11,8.338358102078007E-5,2023-11-01T00:00:00
Pasay City,2023-11,9.416251278628836E-5,2023-11-01T00:00:00
City of Pasig,2023-11,7.934104154222594E-5,2023-11-01T00:00:00
Quezon City,2023-11,7.323052462758149E-5,2023-11-01T00:00:00
City of San Juan,2023-11,9.242742561493956E-5,2023-11-01T00:00:00
City of Taguig,2023-11,7.298535035349027E-5,2023-11-01T00:00:00
City of Valenzuela,2023-11,7.136572991127148E-5,2023-11-01T00:00:00
City of Baguio,2023-11,5.3736110166689426E-5,2023-11-01T00:00:00
City of Butuan,2023-11,3.669117563473129E-5,2023-11-01T00:00:00
City of Cotabato,2023-11,4.2570167818627614E-5,2023-11-01T00:00:00
City of Angeles,2023-11,5.6019518663582576E-5,2023-11-01T00:00:00
City of Olongapo,2023-11,5.221728397492258E-5,2023-11-01T00:00:00
Ormoc City,2023-11,3.716999489844877E-5,2023-11-01T00:00:00
City of Tacloban,2023-11,3.5950904662317944E-5,2023-11-01T00:00:00
City of Zamboanga,2023-11,3.756546630713198E-5,2023-11-01T00:00:00
City of Isabela,2023-11,4.2873738509929236E-5,2023-11-01T00:00:00
Pateros,2023-11,7.586737204987445E-5,2023-11-01T00:00:00
City of Puerto Princesa,2023-11,3.8825357983691723E-5,2023-11-01T00:00:00
City of Lucena,2023-11,4.4747398162617064E-5,2023-11-01T00:00:00
City of Bacolod,2023-11,4.6173073547412464E-5,2023-11-01T00:00:00
City of Iloilo,2023-11,4.467894904731702E-5,2023-11-01T00:00:00
City of Cebu,2023-11,4.336575127138777E-5,2023-11-01T00:00:00
City of Lapu-Lapu,2023-11,4.474131073849673E-5,2023-11-01T00:00:00
City of Mandaue,2023-11,4.8575372511186206E-5,2023-11-01T00:00:00
City of Cagayan De Oro,2023-12,4.390040086920665E-5,2023-12-01T00:00:00
City of Iligan,2023-12,4.144584848877869E-5,2023-12-01T00:00:00
City of Davao,2023-12,3.623876342459546E-5,2023-12-01T00:00:00
City of General Santos,2023-12,3.6907797584574785E-5,2023-12-01T00:00:00
City of Caloocan,2023-12,6.896916962426144E-5,2023-12-01T00:00:00
City of Makati,2023-12,8.490941263879405E-5,2023-12-01T00:00:00
City of Malabon,2023-12,8.154836879058889E-5,2023-12-01T00:00:00
City of Mandaluyong,2023-12,8.78031484912514E-5,2023-12-01T00:00:00
City of Manila,2023-12,1.038832137646409E-4,2023-12-01T00:00:00
City of Marikina,2023-12,6.299504786655184E-5,2023-12-01T00:00:00
City of Muntinlupa,2023-12,4.9617907606976204E-5,2023-12-01T00:00:00
City of Navotas,2023-12,8.044546017241103E-5,2023-12-01T00:00:00
Pasay City,2023-12,9.218017795058164E-5,2023-12-01T00:00:00
City of Pasig,2023-12,6.78289118098644E-5,2023-12-01T00:00:00
Quezon City,2023-12,7.328514805879483E-5,2023-12-01T00:00:00
City of San Juan,2023-12,9.353390140645553E-5,2023-12-01T00:00:00
City of Taguig,2023-12,6.255842410838965E-5,2023-12-01T00:00:00
City of Valenzuela,2023-12,7.552954473402473E-5,2023-12-01T00:00:00
City of Baguio,2023-12,4.714921336067397E-5,2023-12-01T00:00:00
City of Butuan,2023-12,3.5548738993806916E-5,2023-12-01T00:00:00
City of Cotabato,2023-12,4.0331534271793945E-5,2023-12-01T00:00:00
City of Angeles,2023-12,5.344603146629422E-5,2023-12-01T00:00:00
City of Olongapo,2023-12,4.667558058305541E-5,2023-12-01T00:00:00
Ormoc City,2023-12,3.503806635085978E-5,2023-12-01T00:00:00
City of Tacloban,2023-12,3.5483385484428556E-5,2023-12-01T00:00:00
City of Zamboanga,2023-12,3.6307475352862944E-5,2023-12-01T00:00:00
City of Isabela,2023-12,3.878281992481607E-5,2023-12-01T00:00:00
Pateros,2023-12,6.626963992272383E-5,2023-12-01T00:00:00
City of Puerto Princesa,2023-12,3.6356648781893025E-5,2023-12-01T00:00:00
City of Lucena,2023-12,3.918549587500163E-5,2023-12-01T00:00:00
City of Bacolod,2023-12,4.4429415578882726E-5,2023-12-01T00:00:00
City of Iloilo,2023-12,4.205547950294999E-5,2023-12-01T00:00:00
City of Cebu,2023-12,3.902061486144533E-5,2023-12-01T00:00:00
City of Lapu-Lapu,2023-12,4.076527060522266E-5,2023-12-01T00:00:00
City of Mandaue,2023-12,4.233175571303293E-5,2023-12-01T00:00:00
City of Cagayan De Oro,2024-01,3.907235907943459E-5,2024-01-01T00:00:00
City of Iligan,2024-01,3.8033690138402155E-5,2024-01-01T00:00:00
City of Davao,2024-01,3.38564617008368E-5,2024-01-01T00:00:00
City of General Santos,2024-01,3.4360643082224546E-5,2024-01-01T00:00:00
City of Caloocan,2024-01,6.475417968682722E-5,2024-01-01T00:00:00
City of Makati,2024-01,9.300677346388477E-5,2024-01-01T00:00:00
City of Malabon,2024-01,8.333565174294264E-5,2024-01-01T00:00:00
City of Mandaluyong,2024-01,9.323585684649428E-5,2024-01-01T00:00:00
City of Manila,2024-01,1.0515998304139751E-4,2024-01-01T00:00:00
City of Marikina,2024-01,6.763052072272106E-5,2024-01-01T00:00:00
City of Muntinlupa,2024-01,5.581553694143199E-5,2024-01-01T00:00:00
City of Navotas,2024-01,8.291381028762108E-5,2024-01-01T00:00:00
Pasay City,2024-01,9.926235224796911E-5,2024-01-01T00:00:00
City of Pasig,2024-01,7.773402089973307E-5,2024-01-01T00:00:00
Quezon City,2024-01,7.164432327779578E-5,2024-01-01T00:00:00
City of San Juan,2024-01,9.56368217443861E-5,2024-01-01T00:00:00
City of Taguig,2024-01,7.779233278858996E-5,2024-01-01T00:00:00
City of Valenzuela,2024-01,7.066829507456921E-5,2024-01-01T00:00:00
City of Baguio,2024-01,5.0082836604796947E-5,2024-01-01T00:00:00
City of Butuan,2024-01,3.398449910309156E-5,2024-01-01T00:00:00
City of Cotabato,2024-01,3.748742189098097E-5,2024-01-01T00:00:00
City of Angeles,2024-01,5.203625526676793E-5,2024-01-01T00:00:00
City of Olongapo,2024-01,5.008907581675233E-5,2024-01-01T00:00:00
Ormoc City,2024-01,3.361288421099691E-5,2024-01-01T00:00:00
City of Tacloban,2024-01,3.403469772408982E-5,2024-01-01T00:00:00
City of Zamboanga,2024-01,3.5591585264641525E-5,2024-01-01T00:00:00
City of Isabela,2024-01,3.79440007854158E-5,2024-01-01T00:00:00
Pateros,2024-01,7.936089208200413E-5,2024-01-01T00:00:00
City of Puerto Princesa,2024-01,3.440478801952716E-5,2024-01-01T00:00:00
City of Lucena,2024-01,3.880087749120096E-5,2024-01-01T00:00:00
City of Bacolod,2024-01,4.0210871922204145E-5,2024-01-01T00:00:00
City of Iloilo,2024-01,3.660321911869052E-5,2024-01-01T00:00:00
City of Cebu,2024-01,3.6571109404189415E-5,2024-01-01T00:00:00
City of Lapu-Lapu,2024-01,3.8714375170637316E-5,2024-01-01T00:00:00
City of Mandaue,2024-01,4.1588367480435725E-5,2024-01-01T00:00:00
City of Cagayan De Oro,2024-02,4.329109119061419E-5,2024-02-01T00:00:00
City of Iligan,2024-02,4.258373563411929E-5,2024-02-01T00:00:00
City of Davao,2024-02,3.584381482501246E-5,2024-02-01T00:00:00
City of General Santos,2024-02,3.702873079004345E-5,2024-02-01T00:00:00
City of Caloocan,2024-02,8.008239911129962E-5,2024-02-01T00:00:00
City of Makati,2024-02,9.211348832537496E-5,2024-02-01T00:00:00
City of Malabon,2024-02,9.996225171715194E-5,2024-02-01T00:00:00
City of Mandaluyong,2024-02,9.605992040454915E-5,2024-02-01T00:00:00
City of Manila,2024-02,1.1480760564497552E-4,2024-02-01T00:00:00
City of Marikina,2024-02,7.092181544260283E-5,2024-02-01T00:00:00
City of Muntinlupa,2024-02,5.5172444976587674E-5,2024-02-01T00:00:00
City of Navotas,2024-02,9.713201527151778E-5,2024-02-01T00:00:00
Pasay City,2024-02,9.683189105721804E-5,2024-02-01T00:00:00
City of Pasig,2024-02,7.892139806738714E-5,2024-02-01T00:00:00
Quezon City,2024-02,8.215410950238585E-5,2024-02-01T00:00:00
City of San Juan,2024-02,9.939614873615553E-5,2024-02-01T00:00:00
City of Taguig,2024-02,7.298908002509898E-5,2024-02-01T00:00:00
City of Valenzuela,2024-02,8.971652972923448E-5,2024-02-01T00:00:00
City of Baguio,2024-02,6.0728263371379297E-5,2024-02-01T00:00:00
City of Butuan,2024-02,3.5518626122145065E-5,2024-02-01T00:00:00
City of Cotabato,2024-02,4.123221032212965E-5,2024-02-01T00:00:00
City of Angeles,2024-02,6.086818735200962E-5,2024-02-01T00:00:00
City of Olongapo,2024-02,5.793015658947878E-5,2024-02-01T00:00:00
Ormoc City,2024-02,3.679584307703727E-5,2024-02-01T00:00:00
City of Tacloban,2024-02,3.7044134649967086E-5,2024-02-01T00:00:00
City of Zamboanga,2024-02,3.6643901647060326E-5,2024-02-01T00:00:00
City of Isabela,2024-02,3.903889298991675E-5,2024-02-01T00:00:00
Pateros,2024-02,7.45916948907164E-5,2024-02-01T00:00:00
City of Puerto Princesa,2024-02,3.689709375039976E-5,2024-02-01T00:00:00
City of Lucena,2024-02,4.624270989245132E-5,2024-02-01T00:00:00
City of Bacolod,2024-02,4.527433803836206E-5,2024-02-01T00:00:00
City of Iloilo,2024-02,4.144232853473051E-5,2024-02-01T00:00:00
City of Cebu,2024-02,4.025137828267949E-5,2024-02-01T00:00:00
City of Lapu-Lapu,2024-02,3.9923267565581715E-5,2024-02-01T00:00:00
City of Mandaue,2024-02,4.340243160961924E-5,2024-02-01T00:00:00
City of Cagayan De Oro,2024-03,4.909000280162954E-5,2024-03-01T00:00:00
City of Iligan,2024-03,4.700225422493671E-5,2024-03-01T00:00:00
City of Davao,2024-03,3.764119937167283E-5,2024-03-01T00:00:00
City of General Santos,2024-03,4.0143647470324925E-5,2024-03-01T00:00:00
City of Caloocan,2024-03,8.418798653548457E-5,2024-03-01T00:00:00
City of Makati,2024-03,8.394837973482458E-5,2024-03-01T00:00:00
City of Malabon,2024-03,9.842634195639038E-5,2024-03-01T00:00:00
City of Mandaluyong,2024-03,9.120810140647526E-5,2024-03-01T00:00:00
City of Manila,2024-03,1.1071012190326869E-4,2024-03-01T00:00:00
City of Marikina,2024-03,7.984889401639076E-5,2024-03-01T00:00:00
City of Muntinlupa,2024-03,6.144805559014594E-5,2024-03-01T00:00:00
City of Navotas,2024-03,9.556652198431394E-5,2024-03-01T00:00:00
Pasay City,2024-03,8.5234128953204E-5,2024-03-01T00:00:00
City of Pasig,2024-03,7.651242068145175E-5,2024-03-01T00:00:00
Quezon City,2024-03,8.731009914478676E-5,2024-03-01T00:00:00
City of San Juan,2024-03,9.92659639943668E-5,2024-03-01T00:00:00
City of Taguig,2024-03,7.11524782035636E-5,2024-03-01T00:00:00
City of Valenzuela,2024-03,9.01313186757181E-5,2024-03-01T00:00:00
City of Baguio,2024-03,5.675866323534054E-5,2024-03-01T00:00:00
City of Butuan,2024-03,3.70801682188504E-5,2024-03-01T00:00:00
City of Cotabato,2024-03,4.6824131287981366E-5,2024-03-01T00:00:00
City of Angeles,2024-03,6.431556521113225E-5,2024-03-01T00:00:00
City of Olongapo,2024-03,5.686054868128393E-5,2024-03-01T00:00:00
Ormoc City,2024-03,3.820485103373449E-5,2024-03-01T00:00:00
City of Tacloban,2024-03,3.913620886531593E-5,2024-03-01T00:00:00
City of Zamboanga,2024-03,3.8485627260090835E-5,2024-03-01T00:00:00
City of Isabela,2024-03,4.267481377945095E-5,2024-03-01T00:00:00
Pateros,2024-03,7.14028405353099E-5,2024-03-01T00:00:00
City of Puerto Princesa,2024-03,3.936239121386317E-5,2024-03-01T00:00:00
City of Lucena,2024-03,4.917352919094914E-5,2024-03-01T00:00:00
City of Bacolod,2024-03,4.874301201438387E-5,2024-03-01T00:00:00
City of Iloilo,2024-03,4.67990877950205E-5,2024-03-01T00:00:00
City of Cebu,2024-03,4.399452734450685E-5,2024-03-01T00:00:00
City of Lapu-Lapu,2024-03,4.244415971452986E-5,2024-03-01T00:00:00
City of Mandaue,2024-03,4.8217991118624186E-5,2024-03-01T00:00:00
City of Cagayan De Oro,2024-04,5.189153273695955E-5,2024-04-01T00:00:00
City of Iligan,2024-04,5.0760091663754314E-5,2024-04-01T00:00:00
City of Davao,2024-04,4.312391156152121E-5,2024-04-01T00:00:00
City of General Santos,2024-04,4.411626682610261E-5,2024-04-01T00:00:00
City of Caloocan,2024-04,1.175884254182838E-4,2024-04-01T00:00:00
City of Makati,2024-04,8.868474670938692E-5,2024-04-01T00:00:00
City of Malabon,2024-04,1.3834830992459315E-4,2024-04-01T00:00:00
City of Mandaluyong,2024-04,9.88722803380653E-5,2024-04-01T00:00:00
City of Manila,2024-04,1.2818205057899774E-4,2024-04-01T00:00:00
City of Marikina,2024-04,8.837544436705084E-5,2024-04-01T00:00:00
City of Muntinlupa,2024-04,6.526354644663427E-5,2024-04-01T00:00:00
City of Navotas,2024-04,1.311895555486786E-4,2024-04-01T00:00:00
Pasay City,2024-04,9.25501826433997E-5,2024-04-01T00:00:00
City of Pasig,2024-04,8.401532296740545E-5,2024-04-01T00:00:00
Quezon City,2024-04,1.1360341005018118E-4,2024-04-01T00:00:00
City of San Juan,2024-04,1.0967319243733333E-4,2024-04-01T00:00:00
City of Taguig,2024-04,7.156755703770405E-5,2024-04-01T00:00:00
City of Valenzuela,2024-04,1.3123027702386972E-4,2024-04-01T00:00:00
City of Baguio,2024-04,7.074328121775385E-5,2024-04-01T00:00:00
City of Butuan,2024-04,4.2054152992771834E-5,2024-04-01T00:00:00
City of Cotabato,2024-04,5.032178920399864E-5,2024-04-01T00:00:00
City of Angeles,2024-04,7.850256379002357E-5,2024-04-01T00:00:00
City of Olongapo,2024-04,7.135143741361503E-5,2024-04-01T00:00:00
Ormoc City,2024-04,4.4897498668162163E-5,2024-04-01T00:00:00
City of Tacloban,2024-04,4.345976027376856E-5,2024-04-01T00:00:00
City of Zamboanga,2024-04,4.1990647442242345E-5,2024-04-01T00:00:00
City of Isabela,2024-04,4.539709787487817E-5,2024-04-01T00:00:00
Pateros,2024-04,7.375766581252544E-5,2024-04-01T00:00:00
City of Puerto Princesa,2024-04,4.447259097303033E-5,2024-04-01T00:00:00
City of Lucena,2024-04,5.8133172695580486E-5,2024-04-01T00:00:00
City of Bacolod,2024-04,5.550580330575588E-5,2024-04-01T00:00:00
City of Iloilo,2024-04,5.602478430042913E-5,2024-04-01T00:00:00
City of Cebu,2024-04,5.125493230223914E-5,2024-04-01T00:00:00
City of Lapu-Lapu,2024-04,4.867841212838258E-5,2024-04-01T00:00:00
City of Mandaue,2024-04,5.295000618486085E-5,2024-04-01T00:00:00
City of Cagayan De Oro,2024-05,5.542684945259293E-5,2024-05-01T00:00:00
City of Iligan,2024-05,5.352168040651303E-5,2024-05-01T00:00:00
City of Davao,2024-05,4.5848887444712645E-5,2024-05-01T00:00:00
City of General Santos,2024-05,4.4946073990589425E-5,2024-05-01T00:00:00
City of Caloocan,2024-05,1.1632831843932607E-4,2024-05-01T00:00:00
City of Makati,2024-05,1.0377785926304545E-4,2024-05-01T00:00:00
City of Malabon,2024-05,1.372899410951277E-4,2024-05-01T00:00:00
City of Mandaluyong,2024-05,1.0865354790193193E-4,2024-05-01T00:00:00
City of Manila,2024-05,1.3834132029451028E-4,2024-05-01T00:00:00
City of Marikina,2024-05,9.582162039355448E-5,2024-05-01T00:00:00
City of Muntinlupa,2024-05,7.219693251481874E-5,2024-05-01T00:00:00
City of Navotas,2024-05,1.296483960915481E-4,2024-05-01T00:00:00
Pasay City,2024-05,1.0460510888713021E-4,2024-05-01T00:00:00
City of Pasig,2024-05,9.07135354309802E-5,2024-05-01T00:00:00
Quezon City,2024-05,1.1445552781035453E-4,2024-05-01T00:00:00
City of San Juan,2024-05,1.2265084479358776E-4,2024-05-01T00:00:00
City of Taguig,2024-05,8.070956660649046E-5,2024-05-01T00:00:00
City of Valenzuela,2024-05,1.2615216994641475E-4,2024-05-01T00:00:00
City of Baguio,2024-05,6.65688832511877E-5,2024-05-01T00:00:00
City of Butuan,2024-05,4.327797575428921E-5,2024-05-01T00:00:00
City of Cotabato,2024-05,4.958781020214742E-5,2024-05-01T00:00:00
City of Angeles,2024-05,7.484243962311668E-5,2024-05-01T00:00:00
City of Olongapo,2024-05,7.232794641346766E-5,2024-05-01T00:00:00
Ormoc City,2024-05,4.6108485861854004E-5,2024-05-01T00:00:00
City of Tacloban,2024-05,4.471544364886374E-5,2024-05-01T00:00:00
City of Zamboanga,2024-05,4.2221533940291836E-5,2024-05-01T00:00:00
City of Isabela,2024-05,4.2519429709903433E-5,2024-05-01T00:00:00
Pateros,2024-05,8.35476449200941E-5,2024-05-01T00:00:00
City of Puerto Princesa,2024-05,4.380659828375531E-5,2024-05-01T00:00:00
City of Lucena,2024-05,5.9443353572146055E-5,2024-05-01T00:00:00
City of Bacolod,2024-05,5.8765209835535595E-5,2024-05-01T00:00:00
City of Iloilo,2024-05,5.80990509156629E-5,2024-05-01T00:00:00
City of Cebu,2024-05,5.616132915763301E-5,2024-05-01T00:00:00
City of Lapu-Lapu,2024-05,5.419075010145594E-5,2024-05-01T00:00:00
City of Mandaue,2024-05,6.231837367979111E-5,2024-05-01T00:00:00
City of Cagayan De Oro,2024-06,5.15528985098228E-5,2024-06-01T00:00:00
City of Iligan,2024-06,5.1151026419708996E-5,2024-06-01T00:00:00
City of Davao,2024-06,4.550386364887637E-5,2024-06-01T00:00:00
City of General Santos,2024-06,4.161065876147112E-5,2024-06-01T00:00:00
City of Caloocan,2024-06,1.1126721942871973E-4,2024-06-01T00:00:00
City of Makati,2024-06,1.1361761252401654E-4,2024-06-01T00:00:00
City of Malabon,2024-06,1.2215351649313231E-4,2024-06-01T00:00:00
City of Mandaluyong,2024-06,1.2250582546954745E-4,2024-06-01T00:00:00
City of Manila,2024-06,1.3153017858893954E-4,2024-06-01T00:00:00
City of Marikina,2024-06,1.1990885177472092E-4,2024-06-01T00:00:00
City of Muntinlupa,2024-06,8.14328423926947E-5,2024-06-01T00:00:00
City of Navotas,2024-06,1.154545897548511E-4,2024-06-01T00:00:00
Pasay City,2024-06,1.1248730154204632E-4,2024-06-01T00:00:00
City of Pasig,2024-06,1.1555094533776848E-4,2024-06-01T00:00:00
Quezon City,2024-06,1.2079503523769309E-4,2024-06-01T00:00:00
City of San Juan,2024-06,1.285745368083856E-4,2024-06-01T00:00:00
City of Taguig,2024-06,9.889429763870685E-5,2024-06-01T00:00:00
City of Valenzuela,2024-06,1.1771455044644513E-4,2024-06-01T00:00:00
City of Baguio,2024-06,6.219407144047561E-5,2024-06-01T00:00:00
City of Butuan,2024-06,4.190384962827846E-5,2024-06-01T00:00:00
City of Cotabato,2024-06,4.598183703880437E-5,2024-06-01T00:00:00
City of Angeles,2024-06,7.321610789717882E-5,2024-06-01T00:00:00
City of Olongapo,2024-06,6.371305773505403E-5,2024-06-01T00:00:00
Ormoc City,2024-06,4.0203851280201144E-5,2024-06-01T00:00:00
City of Tacloban,2024-06,3.962006837473127E-5,2024-06-01T00:00:00
City of Zamboanga,2024-06,3.9843358127805756E-5,2024-06-01T00:00:00
City of Isabela,2024-06,4.174868706257322E-5,2024-06-01T00:00:00
Pateros,2024-06,1.032238479304612E-4,2024-06-01T00:00:00
City of Puerto Princesa,2024-06,4.1144948947151284E-5,2024-06-01T00:00:00
City of Lucena,2024-06,6.0015533961538E-5,2024-06-01T00:00:00
City of Bacolod,2024-06,5.5529325868559475E-5,2024-06-01T00:00:00
City of Iloilo,2024-06,5.208542991475391E-5,2024-06-01T00:00:00
City of Cebu,2024-06,5.6684935429506574E-5,2024-06-01T00:00:00
City of Lapu-Lapu,2024-06,4.982884132985682E-5,2024-06-01T00:00:00
City of Mandaue,2024-06,5.8989132859651775E-5,2024-06-01T00:00:00
City of Cagayan De Oro,2024-07,4.511105345670256E-5,2024-07-01T00:00:00
City of Iligan,2024-07,4.486257562735031E-5,2024-07-01T00:00:00
City of Davao,2024-07,4.2950212670453676E-5,2024-07-01T00:00:00
City of General Santos,2024-07,4.015526138128697E-5,2024-07-01T00:00:00
City of Caloocan,2024-07,8.191954696706302E-5,2024-07-01T00:00:00
City of Makati,2024-07,9.22688113008994E-5,2024-07-01T00:00:00
City of Malabon,2024-07,8.786965288467588E-5,2024-07-01T00:00:00
City of Mandaluyong,2024-07,9.605137227207254E-5,2024-07-01T00:00:00
City of Manila,2024-07,1.0067932646294704E-4,2024-07-01T00:00:00
City of Marikina,2024-07,8.48506771560956E-5,2024-07-01T00:00:00
City of Muntinlupa,2024-07,6.596628889768298E-5,2024-07-01T00:00:00
City of Navotas,2024-07,8.546334587370799E-5,2024-07-01T00:00:00
Pasay City,2024-07,9.048003530274975E-5,2024-07-01T00:00:00
City of Pasig,2024-07,8.83543130986099E-5,2024-07-01T00:00:00
Quezon City,2024-07,8.607007615466707E-5,2024-07-01T00:00:00
City of San Juan,2024-07,9.773832920518445E-5,2024-07-01T00:00:00
City of Taguig,2024-07,8.14827813992548E-5,2024-07-01T00:00:00
City of Valenzuela,2024-07,8.435881757374713E-5,2024-07-01T00:00:00
City of Baguio,2024-07,5.814093737457644E-5,2024-07-01T00:00:00
City of Butuan,2024-07,3.91979519825243E-5,2024-07-01T00:00:00
City of Cotabato,2024-07,4.0764909445337185E-5,2024-07-01T00:00:00
City of Angeles,2024-07,5.873539441140546E-5,2024-07-01T00:00:00
City of Olongapo,2024-07,6.060844979662372E-5,2024-07-01T00:00:00
Ormoc City,2024-07,4.066268086228771E-5,2024-07-01T00:00:00
City of Tacloban,2024-07,3.914931378597993E-5,2024-07-01T00:00:00
City of Zamboanga,2024-07,3.703676053849017E-5,2024-07-01T00:00:00
City of Isabela,2024-07,3.867662466083059E-5,2024-07-01T00:00:00
Pateros,2024-07,8.533509796490616E-5,2024-07-01T00:00:00
City of Puerto Princesa,2024-07,3.9818540313431546E-5,2024-07-01T00:00:00
City of Lucena,2024-07,5.238846876267496E-5,2024-07-01T00:00:00
City of Bacolod,2024-07,4.687975669154992E-5,2024-07-01T00:00:00
City of Iloilo,2024-07,5.02307058686255E-5,2024-07-01T00:00:00
City of Cebu,2024-07,5.019876761709335E-5,2024-07-01T00:00:00
City of Lapu-Lapu,2024-07,4.551751656262227E-5,2024-07-01T00:00:00
City of Mandaue,2024-07,5.276048490785352E-5,2024-07-01T00:00:00
City of Cagayan De Oro,2024-08,4.488327994601224E-5,2024-08-01T00:00:00
City of Iligan,2024-08,4.399615532022053E-5,2024-08-01T00:00:00
City of Davao,2024-08,3.928000737660919E-5,2024-08-01T00:00:00
City of General Santos,2024-08,3.604300267419487E-5,2024-08-01T00:00:00
City of Caloocan,2024-08,9.284677886446111E-5,2024-08-01T00:00:00
City of Makati,2024-08,1.1549275731824884E-4,2024-08-01T00:00:00
City of Malabon,2024-08,9.695526709429172E-5,2024-08-01T00:00:00
City of Mandaluyong,2024-08,1.216599377453445E-4,2024-08-01T00:00:00
City of Manila,2024-08,1.1301828807794458E-4,2024-08-01T00:00:00
City of Marikina,2024-08,1.1244622481882641E-4,2024-08-01T00:00:00
City of Muntinlupa,2024-08,8.153334860906256E-5,2024-08-01T00:00:00
City of Navotas,2024-08,8.998369143471024E-5,2024-08-01T00:00:00
Pasay City,2024-08,1.0997957023847567E-4,2024-08-01T00:00:00
City of Pasig,2024-08,1.1977705377728646E-4,2024-08-01T00:00:00
Quezon City,2024-08,1.042481636232709E-4,2024-08-01T00:00:00
City of San Juan,2024-08,1.2397016139894688E-4,2024-08-01T00:00:00
City of Taguig,2024-08,1.0366880600150142E-4,2024-08-01T00:00:00
City of Valenzuela,2024-08,9.524617570439219E-5,2024-08-01T00:00:00
City of Baguio,2024-08,5.7729134073604394E-5,2024-08-01T00:00:00
City of Butuan,2024-08,3.952778232850153E-5,2024-08-01T00:00:00
City of Cotabato,2024-08,3.9307151529488794E-5,2024-08-01T00:00:00
City of Angeles,2024-08,6.103826800539986E-5,2024-08-01T00:00:00
City of Olongapo,2024-08,5.6862238943383795E-5,2024-08-01T00:00:00
Ormoc City,2024-08,4.014602943288923E-5,2024-08-01T00:00:00
City of Tacloban,2024-08,3.906554497927243E-5,2024-08-01T00:00:00
City of Zamboanga,2024-08,3.463144066314717E-5,2024-08-01T00:00:00
City of Isabela,2024-08,3.6430538547382235E-5,2024-08-01T00:00:00
Pateros,2024-08,1.0758838901784677E-4,2024-08-01T00:00:00
City of Puerto Princesa,2024-08,4.115080101280824E-5,2024-08-01T00:00:00
City of Lucena,2024-08,5.711458757450706E-5,2024-08-01T00:00:00
City of Bacolod,2024-08,4.291929332374868E-5,2024-08-01T00:00:00
City of Iloilo,2024-08,4.502695316460822E-5,2024-08-01T00:00:00
City of Cebu,2024-08,4.997234538863844E-5,2024-08-01T00:00:00
City of Lapu-Lapu,2024-08,4.502086807178775E-5,2024-08-01T00:00:00
City of Mandaue,2024-08,5.531610277473746E-5,2024-08-01T00:00:00
City of Cagayan De Oro,2024-09,4.409709810395842E-5,2024-09-01T00:00:00
